"timestamp","label","/INPUTS","sm.panelEff[0]","sm.panelRating[0]","sm.surfaceArea[0]","/OUTPUTS","Constraint ( sm.solarCapitalCost<=400000.0 )[0]","Objective_0","driver.workflow.itername","/METADATA","retries","max_retries","parent_uuid","msg"
1405192550.123,"","",0.20457589456213399,443.88507900107834,463.29047024451285,"",-125545621.32096797,-103121.40365820297,"23","","","","",""
1405192550.124,"","",0.14821804147368606,333.23763665827619,655.91327970522491,"",-189684462.38690326,-105776.32739451104,"24","","","","",""
1405192550.124,"","",0.15180794816647622,198.48059730301185,838.53586254537845,"",-184787424.98546347,-138502.34980882276,"25","","","","",""
1405192550.125,"","",0.14318295326517108,298.36178814120052,858.05451520997576,"",-291038067.50790083,-133674.07477172345,"26","","","","",""
1405192550.125,"","",0.2121583301472757,377.02937563407443,387.25633080146702,"",-74470773.03770308,-89392.19568978998,"27","","","","",""
1405192550.126,"","",0.16766728434692857,360.4396101543561,373.03208402741802,"",-66431342.7069845,-68051.15595730803,"28","","","","",""
1405192550.126,"","",0.10300950395000484,150.04113693291021,465.81878355976824,"",-43681252.3918517,-52207.786773677275,"29","","","","",""
1405192550.127,"","",0.12753254235625955,201.35608787642843,198.77836585141142,"",-10875226.13846979,-27582.341000873097,"30","","","","",""
1405192550.127,"","",0.14058657067438723,237.35982232166123,821.37698525512178,"",-212265757.8947152,-125639.83494319803,"31","","","","",""
1405192550.128,"","",0.11492615868784209,341.16780032608398,95.100356264532934,"",-4437549.373904121,-11891.647439651624,"32","","","","",""
1405192550.128,"","",0.21691792506978413,251.37893707160214,423.62443004634264,"",-59555899.314311676,-99980.98914297161,"33","","","","",""
1405192550.129,"","",0.10863142111254806,332.1641962582375,949.79653519656449,"",-398037530.47223175,-112260.51544190635,"34","","","","",""
1405192550.129,"","",0.24170372085464675,320.55497561070916,39.682785655304372,"",-1038452.2130128177,-10435.81753983119,"35","","","","",""
1405192550.13,"","",0.17470309751013097,431.46710362865508,675.41702148883292,"",-259663658.65031785,-128384.79631510834,"36","","","","",""
1405192550.13,"","",0.1238421615839502,175.52586026110242,235.34150648382155,"",-13238570.724709162,-31710.86164982349,"37","","","","",""
1405192550.131,"","",0.13475303235169456,363.37368759985247,374.5100197042043,"",-67734585.46243972,-54908.92968247544,"38","","","","",""
1405192550.131,"","",0.15126460496726096,224.34275488636214,683.61109484638087,"",-138926274.0388615,-112509.03769465037,"39","","","","",""
1405192550.132,"","",0.20835145394356372,305.35044440687915,926.71389255225949,"",-344656247.57490695,-210079.2697406867,"40","","","","",""
1405192550.132,"","",0.15604570469931733,303.24459491135201,183.19099645533112,"",-13849960.903955068,-31102.617093343633,"41","","","","",""
1405192550.134,"","",0.25,146.33307135823119,885.7056338113523,"",-150359325.96201268,-240918.64161686413,"42","","","","",""
1405192550.135,"","",0.24200049331820458,291.24869538070874,906.92613901524123,"",-313657886.60879487,-238797.16161297352,"43","","","","",""
1405192550.135,"","",0.13342471407455819,204.023754496273,756.96090062529049,"",-155285648.4820746,-109888.11362186496,"44","","","","",""
1405192550.136,"","",0.25,421.77603601601277,677.18594154851098,"",-252893571.2266982,-184199.70578470104,"45","","","","",""
1405192550.136,"","",0.25,122.08092997588068,544.96443790073022,"",-47722567.974697985,-148234.45521461577,"46","","","","",""
1405192550.137,"","",0.24886786204189451,177.49791369052929,937.48413740560363,"",-204390591.91792378,-253847.99347915308,"47","","","","",""
1405192550.137,"","",0.25,137.01011702884995,418.98940545513807,"",-31850766.383028522,-113968.29212854382,"48","","","","",""
1405192550.138,"","",0.16712773808433457,259.90878123686781,1000.0,"",-343396707.23698753,-181840.04300621935,"49","","","","",""
1405192550.138,"","",0.14350198041523121,384.7050297921993,803.75460132000319,"",-329334778.5076773,-125493.82505174028,"50","","","","",""
1405192550.139,"","",0.25,207.7024345511839,984.48746444335291,"",-263571314.76407343,-267788.04782113514,"51","","","","",""
1405192550.139,"","",0.1921360434028517,278.44147131272473,241.03995720811361,"",-21602641.572302196,-50389.363751445635,"52","","","","",""
1405192550.14,"","",0.17899020239901159,245.05388419769545,996.04923481253616,"",-320717276.8751811,-193977.36487920344,"53","","","","",""
1405192550.14,"","",0.19778541826333551,286.78121756021778,1000.0,"",-377562490.6626378,-215196.5279686818,"54","","","","",""
1405192550.141,"","",0.18276702134160222,100.0,612.05574471897376,"",-49763338.47563158,-121710.99209598775,"55","","","","",""
1405192550.141,"","",0.22658966068440697,199.32852403122752,939.28299992127154,"",-230844723.43982697,-231567.46487183854,"56","","","","",""
1405192550.142,"","",0.25,294.30447115025373,444.30337431897874,"",-76167787.13690165,-120853.88341282333,"57","","","","",""
1405192550.142,"","",0.23389534276726517,420.49335464392482,438.65433485993805,"",-106099859.54746383,-111631.04489309416,"58","","","","",""
1405192550.143,"","",0.22811284082316122,235.62044695937314,978.18604146957568,"",-295621381.43698007,-242779.59593416998,"59","","","","",""
1405192550.143,"","",0.25,125.53152268915287,234.32561612575341,"",-9413844.184919924,-63738.34260274706,"60","","","","",""
1405192550.144,"","",0.24318610437346014,247.3116159539903,953.97096503184844,"",-294631766.6780997,-252414.85051880183,"61","","","","",""
1405192550.144,"","",0.14654594913516231,100.0,817.89322678272811,"",-88760678.19819774,-130410.15758644232,"62","","","","",""
1405192550.145,"","",0.21773219810955624,450.0,798.71272384702149,"",-376905725.01583904,-189214.42833510946,"63","","","","",""
1405192550.145,"","",0.21781202517050113,408.72010361942262,699.28854337352914,"",-262505279.8214218,-165721.65284371065,"64","","","","",""
1405192550.146,"","",0.11711432311029568,192.45229572896136,999.4691758791281,"",-255297695.99430245,-127356.29241125257,"65","","","","",""
1405192550.146,"","",0.17611454815606123,213.96478471301424,1000.0,"",-282481565.8502762,-191617.96466460338,"66","","","","",""
1405192550.147,"","",0.22339445054129015,167.82889215943334,572.10078166387427,"",-72298673.60591851,-139054.77653959522,"67","","","","",""
1405192550.147,"","",0.19850891833782919,248.29048635029446,160.75599391334498,"",-8825109.922236376,-34720.67725165363,"68","","","","",""
1405192550.148,"","",0.17599267807516727,100.0,614.79394007818541,"",-50136932.170814104,-117724.04282960216,"69","","","","",""
1405192550.148,"","",0.24725452179652607,100.0,630.3014469348509,"",-52272849.65331784,-169563.95464024428,"70","","","","",""
1405192550.149,"","",0.18478633014974913,262.12426048970445,914.96440181366177,"",-289358399.54099554,-183956.4533726366,"71","","","","",""
1405192550.149,"","",0.13921833246261139,353.80364803454569,875.2680110087158,"",-359101758.39920735,-132580.14016673775,"72","","","","",""
1405192550.15,"","",0.18193572002753786,203.75053009749007,317.49316075070948,"",-27396949.50121693,-62848.27155324715,"73","","","","",""
1405192550.15,"","",0.11736092295347253,278.17987050073327,1000.0,"",-369551413.76066107,-127692.24020934326,"74","","","","",""
1405192550.151,"","",0.25,264.72583777502319,965.68356054617345,"",-323244669.49060184,-262673.2435215308,"75","","","","",""
1405192550.151,"","",0.21891553062165467,364.9160933375635,683.40760037650921,"",-223959052.09252906,-162778.62190310212,"76","","","","",""
1405192550.152,"","",0.18015177920787032,167.24272624669373,210.40298375322203,"",-10148197.413774597,-41241.21390417852,"77","","","","",""
1405192550.152,"","",0.15048506078907642,250.7011011016225,512.38174001737548,"",-87247254.90399866,-83893.44376123315,"78","","","","",""
1405192550.153,"","",0.23309541802154943,223.95521650627276,1000.0,"",-293769598.08578247,-253614.87759861132,"79","","","","",""
1405192550.153,"","",0.24187163187262467,349.30075540900367,942.46220289567907,"",-406122163.1758804,-248021.80667259148,"80","","","","",""
1405192550.154,"","",0.17163735289921228,175.71505573331547,730.40775662339763,"",-123998949.55164042,-136401.19479286746,"81","","","","",""
1405192550.155,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"82","","","","",""
1405192550.156,"","",0.24101034654514802,228.36312568698835,1000.0,"",-299277035.5035449,-262226.55965462123,"83","","","","",""
1405192550.157,"","",0.19462470808504689,142.41420857978241,994.7026990098816,"",-185712094.38998437,-210635.83588950173,"84","","","","",""
1405192550.157,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"85","","","","",""
1405192550.157,"","",0.25,100.0,928.77263796152204,"",-113208207.54328051,-252633.1929782677,"86","","","","",""
1405192550.158,"","",0.25,173.16960762917901,1000.0,"",-226811180.91538876,-272007.57499999955,"87","","","","",""
1405192550.158,"","",0.25,158.75924017997943,785.20443660944193,"",-128195150.01030464,-213581.55468137588,"88","","","","",""
1405192550.159,"","",0.25,219.36033619965369,1000.0,"",-287203403.0042559,-272007.57499999955,"89","","","","",""
1405192550.159,"","",0.20466198574489844,214.21301554118156,1000.0,"",-281906522.09179026,-222678.44174861803,"90","","","","",""
1405192550.16,"","",0.25,247.17528682386856,1000.0,"",-323570152.94468004,-272007.57499999955,"91","","","","",""
1405192550.16,"","",0.25,146.25135025883665,719.9691602753079,"",-99546017.80599292,-195837.0653612735,"92","","","","",""
1405192550.161,"","",0.25,141.00914824158741,1000.0,"",-184762881.05252597,-272007.57499999955,"93","","","","",""
1405192550.161,"","",0.25,199.12395921177466,1000.0,"",-260745284.43482476,-272007.57499999955,"94","","","","",""
1405192550.162,"","",0.24058314964812091,150.41999564741081,846.2979441055702,"",-141218802.92654994,-221528.43636006533,"95","","","","",""
1405192550.162,"","",0.25,224.86161744172944,1000.0,"",-294396071.50780326,-272007.57499999955,"96","","","","",""
1405192550.163,"","",0.25,211.92377327268622,630.81395644090901,"",-110634485.43334974,-171586.17456764804,"97","","","","",""
1405192550.163,"","",0.25,241.00525848194343,898.68216425630499,"",-254616220.22344777,-244448.35619511042,"98","","","","",""
1405192550.164,"","",0.25,171.65801662495008,973.99659929690574,"",-213099094.0773042,-264934.45303299825,"99","","","","",""
1405192550.164,"","",0.2038585039494934,198.07042424265538,1000.0,"",-260716331.6245402,-221804.2292097181,"100","","","","",""
1405192550.165,"","",0.25,121.72919096820513,1000.0,"",-159555236.6279209,-272007.57499999955,"101","","","","",""
1405192550.165,"","",0.25,174.25317785174417,770.34308591659942,"",-135519403.84576157,-209539.1547181919,"102","","","","",""
1405192550.166,"","",0.25,242.53220169346051,1000.0,"",-317499535.808921,-272007.57499999955,"103","","","","",""
1405192550.166,"","",0.25,254.6482303759347,954.71467860415078,"",-303815018.10920656,-259689.62454401943,"104","","","","",""
1405192550.167,"","",0.10136353873073224,207.31320528516463,793.63987725506161,"",-173765479.82129082,-87527.84484103748,"105","","","","",""
1405192550.167,"","",0.25,162.27665791459546,1000.0,"",-212569157.489361,-272007.57499999955,"106","","","","",""
1405192550.168,"","",0.24512832503506854,100.0,978.62873165009228,"",-125693754.50450471,-261007.17719633228,"107","","","","",""
1405192550.168,"","",0.22557774335812572,288.88109035338755,909.95897384423529,"",-313706755.07767236,-223336.1627273685,"108","","","","",""
1405192550.169,"","",0.25,120.11633098498149,1000.0,"",-157446497.46489868,-272007.57499999955,"109","","","","",""
1405192550.169,"","",0.25,126.78421352604641,1000.0,"",-166164442.72675094,-272007.57499999955,"110","","","","",""
1405192550.17,"","",0.20970921836024714,259.94394395405021,974.74484489858321,"",-324678781.088977,-222407.51543578578,"111","","","","",""
1405192550.17,"","",0.25,322.35702272150621,1000.0,"",-421866764.2317107,-272007.57499999955,"112","","","","",""
1405192550.171,"","",0.25,257.19604158088612,967.94473310276737,"",-315258549.9502793,-263288.29958530626,"113","","","","",""
1405192550.171,"","",0.18573249407093975,227.27304327980534,1000.0,"",-299704047.8009159,-202082.5812437524,"114","","","","",""
1405192550.171,"","",0.25,201.89679837458198,1000.0,"",-264370642.2440542,-272007.57499999955,"115","","","","",""
1405192550.172,"","",0.25,245.36235045638742,820.8783763058882,"",-216606185.76511285,-223285.13650890245,"116","","","","",""
1405192550.172,"","",0.22403163932528947,197.00815320011412,895.72399618416068,"",-207472953.4119223,-218335.60090658488,"117","","","","",""
1405192550.173,"","",0.21928084919554647,180.8105791677267,618.55087544180185,"",-91066121.83635016,-147576.47080817437,"118","","","","",""
1405192550.173,"","",0.25,214.67463259948553,1000.0,"",-281077064.20810103,-272007.57499999955,"119","","","","",""
1405192550.174,"","",0.25,278.5497746949676,979.50091582518758,"",-349524573.10120904,-266431.668823889,"120","","","","",""
1405192550.174,"","",0.2127666915143748,133.9372644452317,1000.0,"",-176252542.1579457,-231496.60719839286,"121","","","","",""
1405192550.176,"","",0.22220683626514637,167.98061088200404,1000.0,"",-220715676.49595633,-241767.77072361726,"122","","","","",""
1405192550.177,"","",0.2472955845494301,108.77470854493444,1000.0,"",-142661260.3491876,-269065.08904599113,"123","","","","",""
1405192550.177,"","",0.25,103.69944422660944,1000.0,"",-135982184.13183022,-272007.57499999955,"124","","","","",""
1405192550.178,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"125","","","","",""
1405192550.178,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"126","","","","",""
1405192550.178,"","",0.25,150.06937947811991,1000.0,"",-196608710.59336835,-272007.57499999955,"127","","","","",""
1405192550.179,"","",0.25,140.4164522221989,1000.0,"",-183987958.66567758,-272007.57499999955,"128","","","","",""
1405192550.179,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"129","","","","",""
1405192550.18,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"130","","","","",""
1405192550.18,"","",0.25,199.41675770932915,1000.0,"",-261128104.80676624,-272007.57499999955,"131","","","","",""
1405192550.181,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"132","","","","",""
1405192550.181,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"133","","","","",""
1405192550.181,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"134","","","","",""
1405192550.182,"","",0.25,172.44245034710951,1000.0,"",-225860456.70229748,-272007.57499999955,"135","","","","",""
1405192550.182,"","",0.25,238.71612010734702,1000.0,"",-312510187.214729,-272007.57499999955,"136","","","","",""
1405192550.183,"","",0.25,124.99340044455022,957.41071345936734,"",-150195511.5858173,-260422.96644710223,"137","","","","",""
1405192550.183,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"138","","","","",""
1405192550.184,"","",0.25,100.0,978.85958315393736,"",-125654447.8214446,-266257.221479213,"139","","","","",""
1405192550.184,"","",0.19891261329219367,187.76344273504114,1000.0,"",-247307285.7490696,-216422.95031408963,"140","","","","",""
1405192550.185,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"141","","","","",""
1405192550.185,"","",0.25,205.3174665448924,749.1165940160115,"",-150935686.43283975,-203765.3881305557,"142","","","","",""
1405192550.186,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"143","","","","",""
1405192550.186,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"144","","","","",""
1405192550.186,"","",0.19269337312254642,128.74836689585482,734.26524515820824,"",-91756280.83100928,-153943.28206735352,"145","","","","",""
1405192550.187,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"146","","","","",""
1405192550.187,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"147","","","","",""
1405192550.188,"","",0.24872022797049093,143.56984760921222,1000.0,"",-188137986.25211897,-270615.1442548025,"148","","","","",""
1405192550.188,"","",0.25,125.31017271153726,1000.0,"",-164237203.14874622,-272007.57499999955,"149","","","","",""
1405192550.189,"","",0.25,130.35259181488209,1000.0,"",-170829930.81896964,-272007.57499999955,"150","","","","",""
1405192550.189,"","",0.25,144.98079411568128,1000.0,"",-189955622.69375494,-272007.57499999955,"151","","","","",""
1405192550.19,"","",0.25,303.19131623585616,1000.0,"",-396808497.3804865,-272007.57499999955,"152","","","","",""
1405192550.19,"","",0.25,243.70237020648668,1000.0,"",-319029476.5331132,-272007.57499999955,"153","","","","",""
1405192550.191,"","",0.25,125.71828400381079,1000.0,"",-164770789.61864468,-272007.57499999955,"154","","","","",""
1405192550.191,"","",0.25,159.56841701385221,1000.0,"",-209028258.8932651,-272007.57499999955,"155","","","","",""
1405192550.191,"","",0.25,148.16925097664569,925.47209740032076,"",-166189087.55662024,-251735.42094402516,"156","","","","",""
1405192550.192,"","",0.25,208.4016827099112,1000.0,"",-272875474.9583124,-272007.57499999955,"157","","","","",""
1405192550.192,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"158","","","","",""
1405192550.193,"","",0.25,160.12194592017684,1000.0,"",-209751972.10753843,-272007.57499999955,"159","","","","",""
1405192550.193,"","",0.25,170.87208846882493,1000.0,"",-223807281.82828447,-272007.57499999955,"160","","","","",""
1405192550.194,"","",0.25,101.77491631389788,1000.0,"",-133465953.6951665,-272007.57499999955,"161","","","","",""
1405192550.195,"","",0.24348501163346756,241.80072138098396,1000.0,"",-316775598.5824274,-264919.07025306416,"162","","","","",""
1405192550.196,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"163","","","","",""
1405192550.196,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"164","","","","",""
1405192550.196,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"165","","","","",""
1405192550.197,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"166","","","","",""
1405192550.197,"","",0.25,145.40972122102607,1000.0,"",-190516424.86786216,-272007.57499999955,"167","","","","",""
1405192550.198,"","",0.25,105.646319607896,1000.0,"",-138527632.8407982,-272007.57499999955,"168","","","","",""
1405192550.198,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"169","","","","",""
1405192550.198,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"170","","","","",""
1405192550.199,"","",0.25,234.64292108934129,1000.0,"",-307184669.57687134,-272007.57499999955,"171","","","","",""
1405192550.199,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"172","","","","",""
1405192550.2,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"173","","","","",""
1405192550.2,"","",0.25,129.57442193606161,1000.0,"",-169812510.01615873,-272007.57499999955,"174","","","","",""
1405192550.202,"","",0.25,173.04254012633271,1000.0,"",-226645046.08509564,-272007.57499999955,"175","","","","",""
1405192550.202,"","",0.25,176.64457572476243,1000.0,"",-231354539.53897077,-272007.57499999955,"176","","","","",""
1405192550.202,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"177","","","","",""
1405192550.203,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"178","","","","",""
1405192550.203,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"179","","","","",""
1405192550.204,"","",0.23336789844675959,144.4911433748386,1000.0,"",-189670017.12532756,-253911.34455739812,"180","","","","",""
1405192550.204,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"181","","","","",""
1405192550.204,"","",0.25,137.90174703161426,784.46352697161524,"",-111300917.6992956,-213380.0216474965,"182","","","","",""
1405192550.204,"","",0.25,212.03291847935819,1000.0,"",-277623146.2731498,-272007.57499999955,"183","","","","",""
1405192550.204,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"184","","","","",""
1405192550.206,"","",0.25,100.0,817.9420243471011,"",-87898084.0351948,-222486.42653324633,"185","","","","",""
1405192550.206,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"186","","","","",""
1405192550.206,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"187","","","","",""
1405192550.207,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"188","","","","",""
1405192550.207,"","",0.25,112.88787542719422,1000.0,"",-147995629.1431456,-272007.57499999955,"189","","","","",""
1405192550.208,"","",0.25,111.24507186597768,1000.0,"",-145847740.14923203,-272007.57499999955,"190","","","","",""
1405192550.208,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"191","","","","",""
1405192550.209,"","",0.25,208.81795370284223,1000.0,"",-273419729.8560434,-272007.57499999955,"192","","","","",""
1405192550.209,"","",0.25,125.50149968363982,1000.0,"",-164487354.23638666,-272007.57499999955,"193","","","","",""
1405192550.209,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"194","","","","",""
1405192550.21,"","",0.25,102.36521866133504,1000.0,"",-134237746.46764058,-272007.57499999955,"195","","","","",""
1405192550.21,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"196","","","","",""
1405192550.212,"","",0.25,153.66224407621277,1000.0,"",-201306213.39227307,-272007.57499999955,"197","","","","",""
1405192550.212,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"198","","","","",""
1405192550.213,"","",0.25,117.39738019358938,1000.0,"",-153891596.18656266,-272007.57499999955,"199","","","","",""
1405192550.213,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"200","","","","",""
1405192550.214,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"201","","","","",""
1405192550.215,"","",0.25,131.17563025571638,1000.0,"",-171906015.17279625,-272007.57499999955,"202","","","","",""
1405192550.215,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"203","","","","",""
1405192550.216,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"204","","","","",""
1405192550.216,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"205","","","","",""
1405192550.216,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"206","","","","",""
1405192550.217,"","",0.25,107.17724388861032,1000.0,"",-140529244.89636636,-272007.57499999955,"207","","","","",""
1405192550.217,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"208","","","","",""
1405192550.218,"","",0.25,299.54518034351867,1000.0,"",-392041344.8502926,-272007.57499999955,"209","","","","",""
1405192550.218,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"210","","","","",""
1405192550.219,"","",0.25,213.4718697643338,1000.0,"",-279504507.92876256,-272007.57499999955,"211","","","","",""
1405192550.219,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"212","","","","",""
1405192550.219,"","",0.25,159.88760835300127,1000.0,"",-209445586.67395428,-272007.57499999955,"213","","","","",""
1405192550.22,"","",0.25,164.00638992127637,1000.0,"",-214830701.36915308,-272007.57499999955,"214","","","","",""
1405192550.22,"","",0.25,167.84390616740103,1000.0,"",-219848074.7810489,-272007.57499999955,"215","","","","",""
1405192550.221,"","",0.25,195.93511226870675,1000.0,"",-256576015.86614794,-272007.57499999955,"216","","","","",""
1405192550.221,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"217","","","","",""
1405192550.222,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"218","","","","",""
1405192550.222,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"219","","","","",""
1405192550.222,"","",0.25,110.0684724202759,1000.0,"",-144309391.2806697,-272007.57499999955,"220","","","","",""
1405192550.223,"","",0.25,119.41551431708143,1000.0,"",-156530212.37563396,-272007.57499999955,"221","","","","",""
1405192550.223,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"222","","","","",""
1405192550.224,"","",0.25,255.52601351711513,1000.0,"",-334488338.4046154,-272007.57499999955,"223","","","","",""
1405192550.224,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"224","","","","",""
1405192550.225,"","",0.25,100.0,910.43975379284757,"",-108783402.31529465,-247646.50961278932,"225","","","","",""
1405192550.225,"","",0.25,157.046223190045,1000.0,"",-205730608.16826877,-272007.57499999955,"226","","","","",""
1405192550.226,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"227","","","","",""
1405192550.226,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"228","","","","",""
1405192550.226,"","",0.25,112.53171823413575,1000.0,"",-147529970.23350278,-272007.57499999955,"229","","","","",""
1405192550.227,"","",0.25,113.43735604553743,1000.0,"",-148714049.4097989,-272007.57499999955,"230","","","","",""
1405192550.227,"","",0.25,144.1772449911891,1000.0,"",-188905019.71156546,-272007.57499999955,"231","","","","",""
1405192550.228,"","",0.25,291.24413070857793,1000.0,"",-381188109.8258835,-272007.57499999955,"232","","","","",""
1405192550.228,"","",0.25,209.27399113611597,1000.0,"",-274015977.5187986,-272007.57499999955,"233","","","","",""
1405192550.229,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"234","","","","",""
1405192550.229,"","",0.25,191.73678157854442,1000.0,"",-251086894.4062873,-272007.57499999955,"235","","","","",""
1405192550.23,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"236","","","","",""
1405192550.23,"","",0.25,105.36817084397111,1000.0,"",-138163966.31193915,-272007.57499999955,"237","","","","",""
1405192550.231,"","",0.25,100.0,1000.0,"",-131145333.44224,-272007.57499999955,"238","","","","",""
