"timestamp","label","/INPUTS","ga.bladeLength","ga.deaerationFlowLossCoef","ga.denitFlowLossCoef","ga.denitValveOpen","ga.flowLossCoef","ga.heatExchFlowLossCoef","ga.heatExchValveOpen","ga.lossMultiplier","ga.numBulbs","ga.ozoneFlowLossCoef","ga.ozoneValveOpen","ga.panelEff","ga.panelRating","ga.proteinRatedEff","ga.proteinRatedSpeed","ga.pumpEff","ga.pumpFlow","ga.pumpRatedHead","ga.pumpRatedRpm","ga.pumpRunRpm","ga.ratedFlow","ga.ratedHead","ga.referenceArea","ga.runSpeed","ga.surfaceArea","ga.tileCount","ga.turbineCount","/OUTPUTS","ga.baselineOceanVoyPowerUse","ga.baselineTotalPowerUse","ga.breakEvenYear","ga.originalEnergyCost","ga.totalEnergyCost","ga.totalEnergySaved","ga.totalFlowProtein","ga.totalInitialInvestment","ga.totalPowerConsumed","ga.totalPowerProduced","ga.totalPowerProtein","ga.totalPowerSand","ga.year5Roi","/METADATA","retries","max_retries","parent_uuid","msg"
1406435782.736,"","",2.2904999999999998,0.44484999999999997,2.5809500000000001,0.63505,7.5200500000000003,5.7020499999999998,0.47484999999999999,142.44749999999999,0.62,0.91715000000000013,0.51265000000000005,0.094300000000000009,279.375,0.78315000000000001,1310.8,0.71594999999999998,1415.0,49.18,1048.1500000000001,1192.75,1450.8499999999999,36.890000000000001,0.41859999999999997,1470.0,43.5,93.549999999999997,7.3374999999999995,"",16522761.0,27765028.9,2.9166666666666665,2776502.89,2376063.5460510901,3988022.1781324502,92940.374058311485,1139617.7414279226,23760635.460510902,16371.261356645457,4905098.8993563177,7629114.3225112334,862578.97831662744,"",0,1,"",""
1406435782.745,"","",1.6815,1.2713500000000002,0.61764999999999992,0.12565000000000001,2.2235499999999999,5.9970500000000007,0.49824999999999997,136.08750000000001,36.780000000000001,1.0941500000000002,0.81414999999999993,0.075500000000000012,136.57499999999999,0.60794999999999999,1027.5999999999999,0.82005000000000006,1683.4000000000001,76.340000000000003,1037.05,1038.55,1920.55,20.07,0.4446,1402.8,348.5,78.549999999999997,10.612499999999999,"",16522761.0,27765028.9,356.25,2776502.89,2713008.8463645168,597028.26495364495,133743.84890773718,22619049.120272666,27130088.463645164,37912.171401193023,8556813.2340366412,7368393.9010097133,-22301578.902095251,"",0,1,"",""
1406435782.753,"","",1.7955000000000001,0.71844999999999992,1.2759500000000001,0.25885000000000002,9.57925,1.9142500000000002,0.30205000000000004,149.8725,7.3799999999999999,2.6399500000000002,0.48475000000000001,0.18049999999999999,351.82500000000005,0.74114999999999998,1555.5999999999999,0.67094999999999994,1391.0,74.900000000000006,1261.75,1170.25,1879.95,20.809999999999999,0.4798,1090.8,465.5,41.75,22.412499999999998,"",16522761.0,27765028.9,110.41666666666667,2776502.89,1863450.24865001,9016806.2971983068,68425.352275267185,100795151.72953765,18634502.486500099,113720.11630159186,996120.44192831253,6509308.6608733814,-96229888.522787705,"",0,1,"",""
1406435782.759,"","",2.1625000000000001,1.1250500000000001,2.84775,0.59545000000000003,6.7181499999999996,0.46875,0.52705000000000002,139.41749999999999,20.18,0.12065000000000001,0.18775000000000003,0.23330000000000001,420.77499999999998,0.75434999999999997,1559.5999999999999,0.64185000000000003,1558.2,58.82,1137.25,1244.05,1390.6500000000001,31.77,0.20900000000000002,1116.4000000000001,3.5,85.850000000000009,19.787499999999998,"",16522761.0,27765028.9,1.3333333333333333,2776502.89,2121919.9301041118,6516368.7445015758,51847.564924708015,833386.73660211731,21219199.301041119,29460.85445730358,1196607.8206645895,8809258.8348338343,2439528.0628773244,"",0,1,"",""
1406435782.767,"","",1.5945,1.83945,0.44074999999999998,0.13015000000000002,4.9559499999999996,0.56315000000000004,0.60175000000000001,137.3175,11.98,3.4423500000000002,0.74665000000000004,0.14750000000000002,115.22499999999999,0.72404999999999997,1565.2,0.64754999999999996,1518.2,41.82,1011.25,1121.05,1471.1500000000001,32.950000000000003,0.18540000000000001,1317.1999999999998,719.5,17.75,4.8375000000000004,"",16522761.0,27765028.9,88.75,2776502.89,1882109.1161349816,8824669.1492724009,61973.620759164347,79347686.353462964,18821091.161349814,119268.5893777836,2227442.9849691791,5470123.2657584194,-74875717.484137878,"",0,1,"",""
1406435782.78,"","",2.3294999999999999,0.24725,1.5688499999999999,0.35245000000000004,6.5201499999999992,5.5132500000000002,0.85104999999999997,149.54249999999999,7.3399999999999999,2.7402500000000005,0.14724999999999999,0.20150000000000001,249.27500000000001,0.8509500000000001,984.39999999999998,0.86715000000000009,1660.2,46.140000000000001,1044.55,1266.8499999999999,1382.25,34.049999999999997,0.28460000000000002,1167.5999999999999,982.5,25.350000000000001,18.462500000000002,"",16522761.0,27765028.9,1003.75,2776502.89,2461107.8324333346,2907638.7425709199,90252.337902563464,316566802.99404895,24611078.324333344,246311.83309573357,4791644.0498243235,8822952.607604757,-314989827.70621562,"",0,1,"",""
1406435782.788,"","",2.1724999999999999,0.83244999999999991,2.1169500000000001,0.38755000000000006,5.4113499999999997,0.17375000000000002,0.47755000000000003,147.69749999999999,20.099999999999998,3.2299500000000001,0.77544999999999997,0.12470000000000001,275.875,0.83624999999999994,1591.5999999999999,0.70784999999999998,1309.4000000000001,63.380000000000003,1146.55,1026.25,1919.8499999999999,39.530000000000001,0.28739999999999999,1296.4000000000001,571.5,23.050000000000001,23.862500000000001,"",16522761.0,27765028.9,127.5,2776502.89,1834580.6058167396,9306937.713871628,81565.857708180178,120025665.32439609,18345806.058167394,112285.12796097677,2736587.8148371177,4478709.8712912556,-115316053.90347978,"",0,1,"",""
1406435782.795,"","",1.9255,0.75644999999999984,2.1488499999999999,0.31284999999999996,3.9065500000000002,1.04105,0.54954999999999998,135.2475,14.42,4.7108499999999998,0.47124999999999995,0.17809999999999998,442.125,0.80954999999999999,940.39999999999998,0.84345000000000003,1470.2,68.700000000000003,1223.05,1194.25,1306.6500000000001,34.350000000000001,0.43140000000000001,1454.0,40.5,50.249999999999993,10.1625,"",16522761.0,27765028.9,32.333333333333336,2776502.89,2727308.1427487051,472459.66612625122,116602.01825362073,1586711.2260454302,27273081.427487049,19487.806386699856,10181236.433567688,5868539.3003060613,-1340737.4897889555,"",0,1,"",""
1406435782.804,"","",2.3165,1.67415,2.8448500000000001,0.58194999999999997,2.5205500000000001,0.69885000000000008,0.51535000000000009,149.9025,34.020000000000003,1.4068500000000002,0.33265,0.12709999999999999,253.125,0.88365000000000005,1286.8,0.68535000000000001,1449.0,65.819999999999993,1075.75,1253.6500000000001,1511.75,39.510000000000005,0.24460000000000001,1293.2,510.49999999999994,0.25,5.5374999999999996,"",16522761.0,27765028.9,319.0,2776502.89,2500796.3504442153,2677303.9207839444,81606.921722175917,87948586.957230926,25007963.504442152,79761.474773903727,3696769.4510332313,10148162.028182825,-86570054.259452,"",0,1,"",""
1406435782.812,"","",2.1444999999999999,0.11235000000000001,1.7283500000000001,0.12655,3.8471500000000001,1.02925,0.55225000000000002,141.51750000000001,7.54,2.3272500000000003,0.79074999999999995,0.074700000000000003,445.27500000000003,0.72284999999999999,1553.2,0.67304999999999993,1698.2,78.5,1269.25,1189.75,1595.05,36.469999999999999,0.18140000000000001,829.20000000000005,369.5,41.049999999999997,12.137499999999999,"",16522761.0,27765028.9,131.58333333333334,2776502.89,2155329.0982536101,6164474.9495433457,41645.108531872815,81698825.747065187,21553290.9825361,47262.967920551935,687282.98030353035,9670477.470153125,-78592956.788333237,"",0,1,"",""
1406435782.819,"","",1.8294999999999999,1.3511500000000001,2.20105,0.94915000000000005,4.5104499999999996,4.0677500000000002,0.55764999999999998,141.05250000000001,3.4200000000000004,3.9556500000000003,0.32995000000000002,0.1069,186.625,0.84884999999999999,1186.0,0.71084999999999998,1645.4000000000001,78.060000000000002,1169.95,1186.45,1383.6500000000001,29.009999999999998,0.27980000000000005,855.60000000000002,273.5,26.650000000000002,17.487500000000001,"",16522761.0,27765028.9,28.333333333333332,2776502.89,2106033.4136218205,6654820.9488508217,54199.876702481546,18985693.780809097,21060334.136218205,49873.81493097046,998792.35615401587,8868622.0949951634,-15633346.398918198,"",0,1,"",""
1406435782.828,"","",1.6165,0.91794999999999993,2.49105,0.24085000000000001,5.4212499999999997,1.9083500000000002,0.60894999999999999,139.0275,16.220000000000002,3.7845500000000007,0.14365,0.10370000000000001,174.72499999999999,0.81405000000000005,1580.4000000000001,0.85214999999999996,1646.2,77.539999999999992,1189.45,1205.3499999999999,1575.45,33.890000000000001,0.12780000000000002,924.39999999999998,942.5,68.75,20.0625,"",16522761.0,27765028.9,256.8333333333333,2776502.89,1971145.4466142156,7931038.2952126414,39226.845371918578,206802439.50488883,19711454.466142155,122536.13864520006,753446.71461491717,7837750.3901724424,-202775652.2879599,"",0,1,"",""
1406435782.835,"","",2.2805,0.19025,1.3049500000000001,0.11575000000000001,8.0249500000000005,2.3803500000000004,0.48294999999999999,149.94749999999999,36.539999999999999,1.6841500000000003,0.12475,0.068700000000000011,340.97500000000002,0.79725000000000001,829.20000000000005,0.68415000000000004,1521.8,42.5,1252.1500000000001,1022.05,1473.25,37.07,0.36180000000000001,1236.4000000000001,203.5,89.450000000000003,12.7875,"",16522761.0,27765028.9,90.08333333333333,2776502.89,2560375.0239011673,2125522.3585662786,123540.0012877852,19462224.005314678,25603750.239011671,35756.302422050474,11513448.519344853,2883264.5220888695,-18381584.674820513,"",0,1,"",""
1406435782.841,"","",2.2175000000000002,0.45245000000000002,2.86225,0.61434999999999995,4.8866499999999995,2.24465,0.96535000000000004,142.6575,32.219999999999999,4.80525,0.74575000000000002,0.22710000000000002,283.22500000000002,0.61785000000000001,959.60000000000002,0.71684999999999999,1508.5999999999999,69.859999999999999,1070.95,1182.8499999999999,1486.55,32.57,0.34500000000000003,1269.2,381.5,98.950000000000003,3.0874999999999999,"",16522761.0,27765028.9,-0.08333333333333333,2776502.89,3156257.1741810576,-3896527.9755757414,109064.56635605711,54430272.559252553,31562571.741810575,98985.13376516453,9247677.5939247031,11171085.781651037,-56329043.980157837,"",0,1,"",""
1406435782.849,"","",1.7144999999999999,1.56775,2.92605,0.87445000000000006,1.6592500000000001,2.8523500000000004,0.40645000000000009,141.63749999999999,12.9,3.4305500000000002,0.20035000000000003,0.13990000000000002,267.47500000000002,0.72975000000000001,925.20000000000005,0.84765000000000001,1597.4000000000001,71.700000000000003,1067.95,1127.05,1754.6500000000001,39.310000000000002,0.31900000000000001,926.0,406.5,52.649999999999999,22.287499999999998,"",16522761.0,27765028.9,129.75,2776502.89,2320211.3275576965,4480813.819856707,95184.739774347006,59169847.158490941,23202113.275576964,82101.804566328923,4883241.8003837336,7158179.7797595598,-56888389.34627942,"",0,1,"",""
1406435782.856,"","",1.9915,1.0794499999999998,2.72885,0.24355000000000002,4.3916499999999994,4.1739499999999996,0.12205000000000001,143.3775,0.42000000000000004,1.8670500000000001,0.62875000000000003,0.19170000000000004,252.77500000000001,0.68745000000000001,1434.8,0.63224999999999998,1646.5999999999999,46.219999999999999,1232.95,1250.95,1953.45,32.390000000000001,0.23700000000000002,1234.8,578.5,48.75,15.862499999999999,"",16522761.0,27765028.9,132.83333333333334,2776502.89,1935515.699046432,8269788.9574626256,81026.969729783334,111680847.55552974,19355156.990464319,140082.95207305654,3286931.6591104981,4965514.7834268771,-107475911.60076191,"",0,1,"",""
1406435782.863,"","",2.2294999999999998,1.30555,1.8501500000000002,0.58014999999999994,6.9458500000000001,4.3391500000000001,0.20574999999999999,140.3175,35.739999999999995,3.5190500000000005,0.21475,0.16389999999999999,210.77500000000001,0.69525000000000003,1414.8,0.67005000000000003,1591.0,55.5,1108.45,1205.05,1371.05,23.990000000000002,0.31740000000000002,999.60000000000002,84.5,31.850000000000001,23.5625,"",16522761.0,27765028.9,2.8333333333333335,2776502.89,1925799.5178937935,8455829.4221983869,52520.337953585476,2407535.8989353525,19257995.178937934,51204.298863680735,931856.66698800947,7134549.3108136039,1845980.9615956815,"",0,1,"",""
1406435782.869,"","",2.1194999999999999,1.9439500000000001,1.0062500000000001,0.70614999999999994,5.3816499999999996,3.6488500000000004,0.77005000000000001,136.47749999999999,37.380000000000003,1.4658500000000003,0.12565000000000001,0.17870000000000003,209.02500000000001,0.84315000000000007,1493.2,0.76875000000000004,1490.2,73.579999999999998,1150.75,1009.15,1401.1500000000001,27.710000000000001,0.20740000000000003,1126.0,80.5,31.75,20.712499999999999,"",16522761.0,27765028.9,2.1666666666666665,2776502.89,1669893.1515311755,11021735.605802028,53870.823208728892,2311771.4894724824,16698931.515311753,44361.778886218221,1110064.3871248262,4390435.4070731467,3221277.2028716411,"",0,1,"",""
1406435782.876,"","",2.3485,1.76535,0.47265000000000001,0.38485000000000003,5.7776499999999995,1.3124500000000001,0.30475000000000002,141.35249999999999,30.019999999999996,4.5869499999999999,0.48745000000000005,0.14069999999999999,440.72500000000002,0.70814999999999995,1074.0,0.84045000000000003,1338.5999999999999,47.740000000000002,1290.25,1289.95,1627.25,36.769999999999996,0.26300000000000001,1037.2,351.5,77.75,1.0125,"",16522761.0,27765028.9,78.75,2776502.89,1854869.3390165356,9160774.342023408,83571.394334036508,72533175.761291787,18548693.390165355,55561.167811235209,4044814.2803816972,3316646.7775948951,-67925008.006374463,"",0,1,"",""
1406435782.884,"","",1.7655000000000001,1.9477500000000001,1.2179500000000001,0.80694999999999995,0.74845000000000006,1.7195500000000004,0.40825,149.82749999999999,8.8599999999999994,0.56315000000000004,0.21115,0.15710000000000002,265.72500000000002,0.68084999999999996,1002.8,0.73485,1539.0,60.700000000000003,1252.75,1261.1500000000001,1781.95,27.969999999999999,0.48780000000000001,960.39999999999998,605.5,60.450000000000003,3.1625000000000001,"",16522761.0,27765028.9,168.33333333333334,2776502.89,2008353.0325919809,7574937.7688554693,92933.873782461553,129264490.69863357,20083530.325919807,106560.80522472521,3394265.7209199825,5553031.9102245476,-125423741.41159347,"",0,1,"",""
1406435782.891,"","",2.1124999999999998,1.8755500000000001,0.38275000000000003,0.48835000000000006,7.6883499999999998,2.3685500000000004,0.91854999999999998,148.73249999999999,12.74,4.9173499999999999,0.51805000000000001,0.093900000000000011,412.72499999999997,0.65954999999999997,1459.5999999999999,0.81525000000000003,1647.8,69.980000000000004,1240.45,1285.75,1824.6500000000001,37.289999999999999,0.43700000000000006,1104.4000000000001,297.5,70.950000000000003,22.137499999999999,"",16522761.0,27765028.9,66.91666666666667,2776502.89,2041708.7368823916,7287050.2401022259,76291.523861128706,49148612.078130655,20417087.368823916,60891.291073859262,2343109.644602383,6892075.515295391,-45474641.31254261,"",0,1,"",""
1406435782.898,"","",1.9565000000000001,1.2352500000000002,2.68825,0.12745000000000001,8.7080500000000001,1.0056500000000002,0.16075,148.85249999999999,28.060000000000002,3.2417500000000001,0.21745000000000003,0.22050000000000003,115.575,0.88995000000000002,1094.0,0.80925000000000002,1533.4000000000001,71.5,1116.25,1069.45,1662.25,33.009999999999998,0.26180000000000003,1125.2,355.5,98.650000000000006,6.7375000000000007,"",16522761.0,27765028.9,26.666666666666668,2776502.89,2031881.3882066954,7352935.3357968312,88669.832674193676,19835259.922670841,20318813.882066954,93279.682136213174,3636209.6291869953,5533090.4350161729,-16112152.413704317,"",0,1,"",""
1406435782.907,"","",2.2315,0.33845000000000003,0.16815000000000002,0.15625,4.9361499999999996,1.9614500000000001,0.48655000000000004,143.88749999999999,16.699999999999999,3.8848500000000001,0.18325000000000002,0.058700000000000002,210.07499999999999,0.84525000000000006,1550.8,0.89595000000000002,1311.0,48.460000000000001,1225.45,1133.6500000000001,1906.5500000000002,23.449999999999999,0.42180000000000006,1386.0,894.5,80.650000000000006,19.5625,"",16522761.0,27765028.9,198.41666666666666,2776502.89,1641854.8675880935,11259275.5868266,88284.32704129396,225100005.22412413,16418548.675880933,87204.637292464729,2095846.779916933,3167113.0332564684,-219426765.1120646,"",0,1,"",""
1406435782.914,"","",1.6445000000000001,1.6551500000000001,1.48475,0.58825000000000005,8.7179500000000001,1.2121500000000001,0.15535000000000002,144.9375,9.2200000000000006,5.1887500000000006,0.74935000000000007,0.0717,190.47500000000002,0.85515000000000008,983.60000000000002,0.89444999999999997,1394.5999999999999,59.340000000000003,1188.25,1196.6500000000001,1427.05,20.57,0.32779999999999998,1357.2,250.5,88.849999999999994,12.362500000000001,"",16522761.0,27765028.9,21.833333333333332,2776502.89,2013601.1011171506,7599131.0103919152,104202.62098021565,16632715.20992134,20136011.011171505,29886.878436578743,4743381.6445323331,4179722.7450757516,-12818206.265507091,"",0,1,"",""
1406435782.925,"","",2.2195,1.3625499999999999,1.14835,0.78804999999999992,6.2528500000000005,1.5071500000000002,0.16165000000000002,143.51249999999999,29.340000000000003,0.52775000000000005,0.89784999999999993,0.21550000000000002,434.77500000000003,0.82364999999999999,1118.0,0.87735000000000007,1427.0,42.18,1087.45,1233.25,1921.9499999999998,28.109999999999999,0.21060000000000001,1409.1999999999998,713.5,67.75,22.087499999999999,"",16522761.0,27765028.9,563.6666666666666,2776502.89,2260127.1104791341,4962878.4744791351,109773.75059350375,291059727.45922989,22601271.104791339,200879.32072952302,7356327.2464902587,4203029.6790306065,-288477848.56162554,"",0,1,"",""
1406435782.937,"","",1.6065,1.70645,2.09375,0.46135000000000004,6.2924499999999997,4.3804499999999997,0.84384999999999999,145.91249999999999,38.5,3.84355,0.96804999999999997,0.082100000000000006,147.42500000000001,0.76844999999999997,922.79999999999995,0.63405,1409.4000000000001,52.299999999999997,1051.45,1235.05,1855.4499999999998,20.41,0.1406,1192.4000000000001,913.5,72.25,7.5874999999999995,"",16522761.0,27765028.9,711.5,2776502.89,2545558.7899276391,2221773.7834434044,82380.808077103196,164308229.92937472,25455587.899276387,87667.217280205557,5880516.9426654587,8419944.6738911383,-163153509.42901292,"",0,1,"",""
1406435782.953,"","",1.6174999999999999,0.85144999999999993,0.53064999999999996,0.64945000000000008,6.9854500000000002,4.7698499999999999,0.42264999999999997,147.2775,9.0600000000000005,5.45425,0.42264999999999997,0.12090000000000001,259.77499999999998,0.61124999999999996,1272.4000000000001,0.76305000000000001,1675.8,42.740000000000002,1003.75,1227.8499999999999,1539.75,37.950000000000003,0.48420000000000007,1430.8,903.5,3.4500000000000002,0.73749999999999993,"",16522761.0,27765028.9,1270.8333333333333,2776502.89,2554938.3178757634,2096200.33129921,98828.56513501695,281558083.88594621,25549383.17875763,119445.38994316013,6823413.3805615734,7602621.688139216,-280450261.02532506,"",0,1,"",""
1406435782.962,"","",2.2574999999999998,0.97875000000000001,2.7491499999999998,0.41095000000000004,2.6294500000000003,1.9024500000000002,0.27234999999999998,141.83250000000001,38.380000000000003,0.84045000000000003,0.47755000000000003,0.12530000000000002,342.72500000000002,0.75974999999999993,1505.1999999999998,0.65925,1538.2,69.540000000000006,1254.25,1079.3499999999999,1925.4499999999998,29.130000000000003,0.23380000000000001,1154.0,924.5,30.550000000000001,15.587500000000002,"",16522761.0,27765028.9,396.0833333333333,2776502.89,1794100.7391566143,9673471.6128866505,69930.240520899402,389048911.59315503,17941007.391566142,150549.89554720206,1883480.7455731817,4965283.0415401682,-384136900.83893812,"",0,1,"",""
1406435782.971,"","",1.9685000000000001,1.66655,1.9110500000000001,0.18775000000000003,1.1246500000000001,4.3745500000000002,0.66744999999999999,143.5275,6.0999999999999996,2.9408500000000002,0.99775000000000003,0.07350000000000001,175.07499999999999,0.80264999999999997,942.0,0.68835000000000002,1621.4000000000001,44.219999999999999,1212.25,1157.05,1368.95,23.890000000000001,0.44420000000000004,1459.5999999999999,851.5,89.549999999999997,19.237500000000001,"",16522761.0,27765028.9,325.8333333333333,2776502.89,2255314.0576620242,5120768.2669690996,118979.62692624088,169811132.89311609,22553140.57662024,91120.056410658784,7676248.967544592,3725218.1654863087,-167205188.73142621,"",0,1,"",""
