timestamp,ga.bladeLength,ga.numBulbs,ga.panelEff,ga.panelRating,ga.surfaceArea,ga.tileCount,ga.turbineCount,ga.baselineOceanVoyPowerUse,ga.baselineTotalPowerUse,ga.breakEvenYear,ga.originalEnergyCost,ga.totalEnergyCost,ga.totalEnergySaved,ga.totalFlowProtein,initialInvestment,ga.totalPowerConsumed,powerProduced,ga.totalPowerProtein,ga.totalPowerSand,ga.year10Roi,ga.year1Roi,ga.year20Roi,ga.year30Roi,ga.year5Roi,ga.roi,ga.roiyear
1406438330,2.11735,34.458,0.05955,428.3525,191.15,56.675,19.52125,16522761,27765028.9,233.5,2776502.89,2685467.104,870958.7975,57997.59164,21251721.01,26854671.04,39399.05784,4069989.911,11581286.69,-20341363.15,-21160685.22,-19431005.3,-18520647.44,-20796542.08,-21160685.22,1
1406438330,2.26395,28.602,0.24661,259.6525,100.35,50.985,23.37875,16522761,27765028.9,41.08333333,2776502.89,2683016.704,870958.7975,57997.59164,3836251.896,26830167.04,63903.05936,4069989.911,11581286.69,-2901390.039,-3742765.711,-1966528.183,-1031666.326,-3368820.968,-3742765.711,1
1406438330,1.78135,39.05,0.10283,262.9775,575.45,9.415,11.22125,16522761,27765028.9,1226.416667,2776502.89,2681870.165,870958.7975,57997.59164,116054692.4,26818701.65,75368.45419,4069989.911,11581286.69,-115108365.1,-115960059.7,-114162037.9,-113215710.6,-115581528.8,-115960059.7,1
1406438330,2.04295,38.47,0.24373,129.6975,987.15,20.145,13.36125,16522761,27765028.9,1441.25,2776502.89,2661508.499,870958.7975,57997.59164,165733865.1,26615084.99,278985.1096,4069989.911,11581286.69,-164583921.2,-165618870.7,-163433977.3,-162284033.4,-165158893.1,-165618870.7,1
1406438330,2.25955,38.618,0.23161,409.7325,661.85,69.905,23.76125,16522761,27765028.9,2191.75,2776502.89,2668984.164,870958.7975,57997.59164,235651716.6,26689841.64,204228.4586,4069989.911,11581286.69,-234576529.3,-235544197.9,-233501342.1,-232426154.8,-235114122.9,-235544197.9,1
1406438330,1.56995,4.302,0.14999,363.0425,848.05,75.255,16.10625,16522761,27765028.9,3383.416667,2776502.89,2674340.161,870958.7975,57997.59164,345652080.2,26743401.61,150668.4958,4069989.911,11581286.69,-344630452.9,-345549917.5,-343608825.6,-342587198.4,-345141266.6,-345549917.5,1
1406438330,1.60195,32.43,0.08121,227.5225,610.95,7.075,11.66375,16522761,27765028.9,1214.583333,2776502.89,2683085.265,870958.7975,57997.59164,113461120.8,26830852.65,63217.44936,4069989.911,11581286.69,-112526944.6,-113367703.2,-111592768.3,-110658592.1,-112994032.7,-113367703.2,1
1406438330,2.44075,31.11,0.15765,173.2375,937.15,99.555,16.62375,16522761,27765028.9,1894.5,2776502.89,2670274.105,870958.7975,57997.59164,201242671.1,26702741.05,191329.0511,4069989.911,11581286.69,-200180383.2,-201136442.3,-199118095.4,-198055807.5,-200711527.2,-201136442.3,1
1406438330,2.21515,22.95,0.24095,445.1525,689.25,73.555,17.68625,16522761,27765028.9,2569.416667,2776502.89,2668658.132,870958.7975,57997.59164,277094934.6,26686581.32,207488.7824,4069989.911,11581286.69,-276016487.1,-276987089.9,-274938039.5,-273859591.9,-276555710.8,-276987089.9,1
1406438330,2.41565,22.93,0.18723,331.7175,630.65,41.205,24.66375,16522761,27765028.9,1668.5,2776502.89,2672119.404,870958.7975,57997.59164,174162267.6,26721194.04,172876.0606,4069989.911,11581286.69,-173118432.7,-174057884.1,-172074597.9,-171030763,-173640350.1,-174057884.1,1
1406438330,1.52775,32.746,0.16551,355.7625,837.55,34.305,22.01125,16522761,27765028.9,3175.166667,2776502.89,2672738.59,870958.7975,57997.59164,329467815.9,26727385.9,166684.2047,4069989.911,11581286.69,-328430172.9,-329364051.6,-327392529.9,-326354886.9,-328948994.4,-329364051.6,1
1406438330,2.39125,31.294,0.07717,131.4125,520.85,4.435,23.71625,16522761,27765028.9,500,2776502.89,2680850.968,870958.7975,57997.59164,47822429.21,26808509.68,85560.42031,4069989.911,11581286.69,-46865909.99,-47726777.29,-45909390.77,-44952871.56,-47344169.6,-47726777.29,1
1406438330,1.80245,36.418,0.14461,355.3425,431.95,66.735,12.55125,16522761,27765028.9,926,2776502.89,2681350.533,870958.7975,57997.59164,88106258.63,26813505.33,80564.77317,4069989.911,11581286.69,-87154735.06,-88011106.28,-86203211.49,-85251687.92,-87630496.85,-88011106.28,1
1406438330,1.53215,33.97,0.12401,275.0875,848.95,2.995,17.27125,16522761,27765028.9,2635,2776502.89,2676701.807,870958.7975,57997.59164,262970142.8,26767018.07,127052.0305,4069989.911,11581286.69,-261972131.9,-262870341.7,-260974121.1,-259976110.3,-262471137.3,-262870341.7,1
1406438330,1.91105,16.422,0.24765,165.8175,4.65,81.455,20.15625,16522761,27765028.9,5.333333333,2776502.89,2687008.232,870958.7975,57997.59164,473954.9753,26870082.32,23987.7825,4069989.911,11581286.69,420991.6048,-384460.3173,1315938.185,2210884.765,-26481.68524,-384460.3173,1
1406438330,2.30315,1.042,0.08631,158.7825,769.15,79.075,5.98625,16522761,27765028.9,1315.583333,2776502.89,2681201.738,870958.7975,57997.59164,125375388.1,26812017.38,82052.72634,4069989.911,11581286.69,-124422376.6,-125280087,-123469365.1,-122516353.5,-124898882.4,-125280087,1
1406438330,2.40485,29.222,0.22979,190.9825,337.35,16.375,20.82875,16522761,27765028.9,290.3333333,2776502.89,2677256.719,870958.7975,57997.59164,28814303.31,26772567.19,121502.9148,4069989.911,11581286.69,-27821841.59,-28715057.13,-26829379.88,-25836918.17,-28318072.45,-28715057.13,1
1406438330,1.65105,16.222,0.05563,181.8475,409.25,22.885,11.79875,16522761,27765028.9,453.1666667,2776502.89,2685937.081,870958.7975,57997.59164,41037308.76,26859370.81,34699.2923,4069989.911,11581286.69,-40131650.67,-40946742.95,-39225992.58,-38320334.49,-40584479.71,-40946742.95,1
1406438330,1.91045,2.126,0.16583,373.8225,908.65,43.145,15.94375,16522761,27765028.9,3868.833333,2776502.89,2671215.995,870958.7975,57997.59164,407334135,26712159.95,181910.1514,4069989.911,11581286.69,-406281266.1,-407228848.1,-405228397.1,-404175528.2,-406807700.5,-407228848.1,1
1406438330,1.65915,37.802,0.22447,388.5925,120.75,9.465,18.25875,16522761,27765028.9,85.16666667,2776502.89,2684907.341,870958.7975,57997.59164,7800271.323,26849073.41,44996.68787,4069989.911,11581286.69,-6884315.837,-7708675.774,-5968360.352,-5052404.866,-7342293.58,-7708675.774,1
1406438330,1.90385,19.646,0.17761,396.9925,168.05,97.575,4.07375,16522761,27765028.9,166.9166667,2776502.89,2685700.452,870958.7975,57997.59164,15156372.51,26857004.52,37065.58067,4069989.911,11581286.69,-14248348.13,-15065570.07,-13340323.75,-12432299.37,-14702360.32,-15065570.07,1
1406438330,1.86455,2.514,0.12285,212.7875,257.25,28.195,16.66375,16522761,27765028.9,206.4166667,2776502.89,2684180.635,870958.7975,57997.59164,19051733.63,26841806.35,52263.75671,4069989.911,11581286.69,-18128511.08,-18959411.38,-17205288.53,-16282065.97,-18590122.36,-18959411.38,1
1406438330,1.59575,6.842,0.22693,355.4125,981.55,26.775,6.74375,16522761,27765028.9,4015.666667,2776502.89,2664641.233,870958.7975,57997.59164,449195545.6,26646412.33,247657.7767,4069989.911,11581286.69,-448076929,-449083683.9,-446958312.4,-445839695.9,-448636237.3,-449083683.9,1
1406438330,1.61245,8.542,0.12347,311.1375,121.45,7.315,5.18125,16522761,27765028.9,71.41666667,2776502.89,2687359.696,870958.7975,57997.59164,6360643.791,26873596.96,20473.13844,4069989.911,11581286.69,-5469211.855,-6271500.597,-4577779.919,-3686347.983,-5914927.823,-6271500.597,1
1406438330,2.18725,9.518,0.21813,306.9025,54.25,96.885,21.03625,16522761,27765028.9,18.33333333,2776502.89,2685011.867,870958.7975,57997.59164,1671358.389,26850118.67,43951.433,4069989.911,11581286.69,-756448.1586,-1579867.366,158462.0719,1073372.302,-1213903.274,-1579867.366,1
1406438330,2.03195,35.898,0.05791,448.5125,921.55,49.315,16.38375,16522761,27765028.9,5354.416667,2776502.89,2681512.292,870958.7975,57997.59164,508612662.9,26815122.92,78947.18482,4069989.911,11581286.69,-507662757,-508517672.3,-506712851,-505762945,-508137709.9,-508517672.3,1
1406438330,2.21385,11.386,0.18031,219.7175,230.45,70.615,5.72625,16522761,27765028.9,170.25,2776502.89,2684017.727,870958.7975,57997.59164,15745383.04,26840177.27,53892.83449,4069989.911,11581286.69,-14820531.4,-15652897.87,-13895679.77,-12970828.14,-15282957.22,-15652897.87,1
1406438330,1.50015,9.726,0.12569,196.7225,708.55,20.595,10.10375,16522761,27765028.9,1344.583333,2776502.89,2679015.192,870958.7975,57997.59164,131073095,26790151.92,103918.1838,4069989.911,11581286.69,-130098218,-130975607.3,-129123341,-128148464,-130585656.5,-130975607.3,1
1406438330,1.74015,30.01,0.15169,325.5575,920.75,87.775,18.98875,16522761,27765028.9,3509.416667,2776502.89,2672433.887,870958.7975,57997.59164,365217321.2,26724338.87,169731.2311,4069989.911,11581286.69,-364176631.2,-365113252.2,-363135941.2,-362095251.2,-364696976.2,-365113252.2,1
1406438330,1.86915,26.674,0.07679,280.1625,544.95,23.875,7.18375,16522761,27765028.9,1201.666667,2776502.89,2684078.972,870958.7975,57997.59164,111059246,26840789.72,53280.38381,4069989.911,11581286.69,-110135006.8,-110966822.1,-109210767.6,-108286528.5,-110597126.4,-110966822.1,1
1406438330,1.51745,26.474,0.10555,338.9625,837.35,74.465,4.47375,16522761,27765028.9,3255.916667,2776502.89,2679470.234,870958.7975,57997.59164,315927564.2,26794702.34,99367.76208,4069989.911,11581286.69,-314957237.7,-315830531.6,-313986911.1,-313016584.6,-315442401,-315830531.6,1
1406438330,1.83175,18.25,0.18869,345.4725,84.95,20.065,14.48375,16522761,27765028.9,39.91666667,2776502.89,2686163.346,870958.7975,57997.59164,3605464.435,26861633.46,32436.64518,4069989.911,11581286.69,-2702068.992,-3515124.89,-1798673.549,-895278.1066,-3153766.713,-3515124.89,1
1406438330,2.23605,34.81,0.07243,167.5325,404.35,52.165,0.32875,16522761,27765028.9,407.3333333,2776502.89,2686167.839,870958.7975,57997.59164,36790900.66,26861678.39,32391.71438,4069989.911,11581286.69,-35887550.15,-36700565.61,-34984199.64,-34080849.13,-36339225.41,-36700565.61,1
1406438330,1.64275,25.114,0.13783,357.8275,928.35,23.145,5.96375,16522761,27765028.9,4022,2776502.89,2674987.925,870958.7975,57997.59164,408290643.4,26749879.25,144190.8525,4069989.911,11581286.69,-407275493.8,-408189128.5,-406260344.1,-405245194.5,-407783068.6,-408189128.5,1
1406438330,1.86135,35.626,0.13463,348.8325,528.85,40.955,24.88375,16522761,27765028.9,1328.75,2776502.89,2678999.748,870958.7975,57997.59164,129550516.4,26789997.48,104072.6219,4069989.911,11581286.69,-128575485,-129453013.2,-127600453.5,-126625422.1,-129063000.7,-129453013.2,1
1406438330,1.70965,22.386,0.08221,404.2725,840.35,77.175,1.70375,16522761,27765028.9,4013.25,2776502.89,2681733.851,870958.7975,57997.59164,380327714.1,26817338.51,76731.58863,4069989.911,11581286.69,-379380023.7,-380232945.1,-378432333.3,-377484642.9,-379853868.9,-380232945.1,1
1406438330,2.29175,11.73,0.11047,298.2575,687.55,24.355,16.67375,16522761,27765028.9,1913.25,2776502.89,2678441.121,870958.7975,57997.59164,187614357.1,26784411.21,109658.8909,4069989.911,11581286.69,-186633739.4,-187516295.3,-185653121.7,-184672504,-187124048.3,-187516295.3,1
1406438330,2.41005,17.214,0.19523,364.1275,353.25,73.425,24.36125,16522761,27765028.9,607.1666667,2776502.89,2677536.438,870958.7975,57997.59164,60088647.01,26775364.38,118705.7191,4069989.911,11581286.69,-59098982.49,-59989680.56,-58109317.98,-57119653.46,-59593814.75,-59989680.56,1
1406438330,2.46465,26.346,0.15127,198.0525,785.65,67.075,18.77375,16522761,27765028.9,1564.833333,2776502.89,2672956.414,870958.7975,57997.59164,162030881.7,26729564.14,164505.9641,4069989.911,11581286.69,-160995416.9,-161927335.2,-159959952.1,-158924487.4,-161513149.3,-161927335.2,1
1406438330,1.74515,26.626,0.08123,223.7425,462.05,41.925,4.10375,16522761,27765028.9,698.25,2776502.89,2684936.331,870958.7975,57997.59164,63933967.28,26849363.31,44706.79177,4069989.911,11581286.69,-63018301.69,-63842400.73,-62102636.11,-61186970.52,-63476134.49,-63842400.73,1
1406438330,1.61025,35.166,0.21897,329.6875,111.35,20.435,10.49625,16522761,27765028.9,62.83333333,2776502.89,2685913.963,870958.7975,57997.59164,5686494.533,26859139.63,34930.47658,4069989.911,11581286.69,-4780605.259,-5595905.606,-3874715.985,-2968826.711,-5233549.896,-5595905.606,1
1406438330,1.88475,17.566,0.09393,394.8925,701.15,17.995,5.94125,16522761,27765028.9,2721.5,2776502.89,2681589.736,870958.7975,57997.59164,258298729.1,26815897.36,78172.7382,4069989.911,11581286.69,-257349597.5,-258203815.9,-256400466,-255451334.5,-257824163.3,-258203815.9,1
1406438330,2.17875,33.278,0.13275,346.4875,986.05,71.335,5.69875,16522761,27765028.9,4370.666667,2776502.89,2674327.874,870958.7975,57997.59164,446570713.6,26743278.74,150791.3636,4069989.911,11581286.69,-445548963.5,-446468538.6,-444527213.3,-443505463.1,-446059838.5,-446468538.6,1
1406438330,2.10355,26.986,0.23621,150.6975,114.15,58.505,3.83875,16522761,27765028.9,32.41666667,2776502.89,2685947.221,870958.7975,57997.59164,2928458.462,26859472.21,34597.88904,4069989.911,11581286.69,-2022901.775,-2837902.793,-1117345.089,-211788.402,-2475680.118,-2837902.793,1
1406438330,2.15245,4.174,0.22101,442.6325,875.75,13.585,16.55375,16522761,27765028.9,4029,2776502.89,2665982.257,870958.7975,57997.59164,445283147.1,26659822.57,234247.5339,4069989.911,11581286.69,-444177940.7,-445172626.4,-443072734.4,-441967528.1,-444730543.9,-445172626.4,1
1406438330,2.39795,1.754,0.11519,242.1525,551.45,31.205,16.93125,16522761,27765028.9,1011.083333,2776502.89,2679491.721,870958.7975,57997.59164,98079080.55,26794917.21,99152.89524,4069989.911,11581286.69,-97108968.86,-97982069.38,-96138857.16,-95168745.47,-97594024.7,-97982069.38,1
1406438330,1.88375,21.122,0.07479,223.3925,132.45,21.985,14.97125,16522761,27765028.9,62.25,2776502.89,2686689.841,870958.7975,57997.59164,5583434.624,26866898.41,27171.69284,4069989.911,11581286.69,-4685304.133,-5493621.575,-3787173.643,-2889043.153,-5134369.379,-5493621.575,1
1406438331,1.98085,6.962,0.06639,420.3025,298.05,63.905,11.84875,16522761,27765028.9,551.8333333,2776502.89,2685817.734,870958.7975,57997.59164,50042773.66,26858177.34,35892.75934,4069989.911,11581286.69,-49135922.1,-49952088.5,-48229070.54,-47322218.99,-49589347.88,-49952088.5,1
1406438331,2.38645,3.098,0.12185,357.6525,191.25,24.255,12.20375,16522761,27765028.9,192.1666667,2776502.89,2684726.93,870958.7975,57997.59164,17630820.87,26847269.3,46800.80165,4069989.911,11581286.69,-16713061.27,-17539044.91,-15795301.67,-14877542.07,-17171941.07,-17539044.91,1
1406438331,1.97145,1.834,0.18913,368.1525,778.55,72.255,14.60875,16522761,27765028.9,2804.916667,2776502.89,2671632.152,870958.7975,57997.59164,294145509.5,26716321.52,177748.5808,4069989.911,11581286.69,-293096802.1,-294040638.7,-292048094.7,-290999387.3,-293621155.8,-294040638.7,1
1406438331,2.37785,10.474,0.16903,191.9975,863.55,21.515,7.69375,16522761,27765028.9,1814.333333,2776502.89,2672182.956,870958.7975,57997.59164,189264158.2,26721829.56,172240.5382,4069989.911,11581286.69,-188220958.9,-189159838.3,-187177759.5,-186134560.2,-188742558.5,-189159838.3,1
1406438331,1.62975,17.178,0.23257,140.4075,460.75,46.605,3.75125,16522761,27765028.9,397.3333333,2776502.89,2677438.993,870958.7975,57997.59164,39354878.76,26774389.93,119680.1748,4069989.911,11581286.69,-38364239.79,-39255814.86,-37373600.81,-36382961.84,-38859559.27,-39255814.86,1
1406438331,2.45865,19.71,0.21775,224.1975,579.65,87.825,12.93375,16522761,27765028.9,961.5833333,2776502.89,2673259.315,870958.7975,57997.59164,99274631.36,26732593.15,161476.9504,4069989.911,11581286.69,-98242195.61,-99171387.79,-97209759.87,-96177324.12,-98758413.49,-99171387.79,1
1406438331,1.82585,5.982,0.20245,357.3725,104.95,72.975,0.83125,16522761,27765028.9,61.33333333,2776502.89,2687007.057,870958.7975,57997.59164,5484676.921,26870070.57,23999.53534,4069989.911,11581286.69,-4589718.588,-5395181.087,-3694760.255,-2799801.922,-5037197.754,-5395181.087,1
1406438331,2.30885,30.65,0.22913,268.4725,426.65,42.875,24.27375,16522761,27765028.9,633.1666667,2776502.89,2674777.988,870958.7975,57997.59164,64407662.47,26747779.88,146290.2266,4069989.911,11581286.69,-63390413.44,-64305937.57,-62373164.42,-61355915.4,-63899037.96,-64305937.57,1
1406438331,2.32505,6.934,0.18837,406.7575,632.05,66.145,21.73375,16522761,27765028.9,2068.083333,2776502.89,2672826.807,870958.7975,57997.59164,214407583.3,26728268.07,165802.0285,4069989.911,11581286.69,-213370822.4,-214303907.2,-212334061.6,-211297300.8,-213889202.9,-214303907.2,1
1406438331,2.34295,38.658,0.16407,323.2125,267.15,88.795,12.45625,16522761,27765028.9,328.6666667,2776502.89,2682525.747,870958.7975,57997.59164,30883908.19,26825257.47,68812.62865,4069989.911,11581286.69,-29944136.77,-30789931.05,-29004365.34,-28064593.91,-30414022.48,-30789931.05,1
1406438331,1.59105,13.19,0.18807,328.1475,332.55,15.675,12.27125,16522761,27765028.9,507.1666667,2776502.89,2681643.489,870958.7975,57997.59164,48107383.41,26816434.89,77635.21566,4069989.911,11581286.69,-47158789.4,-48012524.01,-46210195.39,-45261601.38,-47633086.41,-48012524.01,1
1406438331,1.80055,37.186,0.09825,322.0575,607.35,13.815,16.79875,16522761,27765028.9,1660,2776502.89,2681234.242,870958.7975,57997.59164,158141811.5,26812342.42,81727.68587,4069989.911,11581286.69,-157189125,-158046542.8,-156236438.5,-155283752,-157665468.2,-158046542.8,1
1406438331,1.82305,0.618,0.19611,434.3025,791.15,47.855,6.40875,16522761,27765028.9,3421.083333,2776502.89,2671867.225,870958.7975,57997.59164,357960854.6,26718672.25,175397.8516,4069989.911,11581286.69,-356914497.9,-357856218.9,-355868141.3,-354821784.6,-357437676.3,-357856218.9,1
1406438331,1.82175,10.422,0.12659,277.9575,543.55,2.315,13.27375,16522761,27765028.9,1136.333333,2776502.89,2680561.696,870958.7975,57997.59164,109018696.6,26805616.96,88453.14035,4069989.911,11581286.69,-108059284.6,-108922755.4,-107099872.7,-106140460.7,-108538990.6,-108922755.4,1
1406438331,2.47105,32.546,0.08519,191.2975,593.95,96.835,23.01375,16522761,27765028.9,932,2776502.89,2679563.937,870958.7975,57997.59164,90345649.75,26795639.37,98430.73113,4069989.911,11581286.69,-89376260.22,-90248710.79,-88406870.69,-87437481.16,-89860954.98,-90248710.79,1
1406438331,1.69285,27.338,0.09141,257.5875,883.35,23.715,18.12625,16522761,27765028.9,2748.583333,2776502.89,2679018.463,870958.7975,57997.59164,267938560.9,26790184.63,103885.4742,4069989.911,11581286.69,-266963716.7,-267841076.5,-265988872.4,-265014028.1,-267451138.8,-267841076.5,1
1406438331,1.71075,18.638,0.23743,123.9225,516.65,71.005,13.67875,16522761,27765028.9,429.3333333,2776502.89,2674822.942,870958.7975,57997.59164,43651714.73,26748229.42,145840.6814,4069989.911,11581286.69,-42634915.25,-43550034.78,-41618115.77,-40601316.29,-43143314.99,-43550034.78,1
1406438331,1.77175,20.638,0.08909,101.4875,250.65,97.975,2.67625,16522761,27765028.9,98.91666667,2776502.89,2686714.616,870958.7975,57997.59164,8876507.313,26867146.16,26923.9431,4069989.911,11581286.69,-7978624.573,-8786719.039,-7080741.832,-6182859.091,-8427565.943,-8786719.039,1
1406438331,2.45595,1.218,0.23037,321.3925,889.65,92.065,19.27875,16522761,27765028.9,2952.916667,2776502.89,2663518.009,870958.7975,57997.59164,333631511.1,26635180.09,258890.0138,4069989.911,11581286.69,-332501662.3,-333518526.2,-331371813.5,-330241964.7,-333066586.7,-333518526.2,1
1406438331,2.35235,33.346,0.06753,312.2225,205.05,10.025,9.54875,16522761,27765028.9,197.4166667,2776502.89,2686270.344,870958.7975,57997.59164,17807205.14,26862703.44,31366.66235,4069989.911,11581286.69,-16904879.68,-17716972.59,-16002554.22,-15100228.76,-17356042.41,-17716972.59,1
1406438331,1.94055,36.594,0.16147,192.3825,245.35,10.985,6.20875,16522761,27765028.9,168.8333333,2776502.89,2684375.063,870958.7975,57997.59164,15547617.01,26843750.63,50319.46899,4069989.911,11581286.69,-14626338.74,-15455489.18,-13705060.47,-12783782.21,-15086977.87,-15455489.18,1
1406438331,2.02025,27.398,0.14453,336.0225,184.45,59.875,0.64625,16522761,27765028.9,170.8333333,2776502.89,2686422.886,870958.7975,57997.59164,15381468.04,26864228.86,29841.2429,4069989.911,11581286.69,-14480668,-15291388.03,-13579867.96,-12679067.91,-14931068.02,-15291388.03,1
1406438331,2.20275,15.71,0.06307,118.8475,520.75,29.625,11.37375,16522761,27765028.9,469,2776502.89,2684130.29,870958.7975,57997.59164,43320594.68,26841302.9,52767.19972,4069989.911,11581286.69,-42396868.68,-43228222.08,-41473142.68,-40549416.68,-42858731.68,-43228222.08,1
1406438331,2.32245,22.586,0.05171,259.9675,913.65,93.295,14.81875,16522761,27765028.9,3066.833333,2776502.89,2681797.895,870958.7975,57997.59164,290444313.1,26817978.95,76091.15681,4069989.911,11581286.69,-289497263.2,-290349608.1,-288550213.2,-287603163.3,-289970788.2,-290349608.1,1
1406438331,2.22015,10.414,0.17925,185.3125,648.35,42.995,13.31375,16522761,27765028.9,1011.666667,2776502.89,2674736.622,870958.7975,57997.59164,102951693.1,26747366.22,146703.8799,4069989.911,11581286.69,-101934030.4,-102849926.8,-100916367.7,-99898705.05,-102442861.7,-102849926.8,1
